"Person ID","First name","Last name",Party,Constituency,URI
10063,Tom,Brake,"Liberal Democrat","Carshalton and Wallington",https://www.theyworkforyou.com/mp/10063/tom_brake/carshalton_and_wallington
24952,Angie,Bray,Conservative,"Ealing Central and Acton",https://www.theyworkforyou.com/mp/24952/angie_bray/ealing_central_and_acton
10065,Julian,Brazier,Conservative,Canterbury,https://www.theyworkforyou.com/mp/10065/julian_brazier/canterbury
10753,Kevin,Brennan,Labour,"Cardiff West",https://www.theyworkforyou.com/mp/10753/kevin_brennan/cardiff_west
24741,Andrew,Bridgen,Conservative,"North West Leicestershire",https://www.theyworkforyou.com/mp/24741/andrew_bridgen/north_west_leicestershire
24901,Steve,Brine,Conservative,Winchester,https://www.theyworkforyou.com/mp/24901/steve_brine/winchester
11640,James,Brokenshire,Conservative,"Old Bexley and Sidcup",https://www.theyworkforyou.com/mp/11640/james_brokenshire/old_bexley_and_sidcup
10754,Annette,Brooke,"Liberal Democrat","Mid Dorset and North Poole",https://www.theyworkforyou.com/mp/10754/annette_brooke/mid_dorset_and_north_poole
10068,Gordon,Brown,Labour,"Kirkcaldy and Cowdenbeath",https://www.theyworkforyou.com/mp/10068/gordon_brown/kirkcaldy_and_cowdenbeath
11921,Lyn,Brown,Labour,"West Ham",https://www.theyworkforyou.com/mp/11921/lyn_brown/west_ham
10069,Nick,Brown,Labour,"Newcastle upon Tyne East",https://www.theyworkforyou.com/mp/10069/nick_brown/newcastle_upon_tyne_east
10070,Russell,Brown,Labour,"Dumfries and Galloway",https://www.theyworkforyou.com/mp/10070/russell_brown/dumfries_and_galloway
11869,Jeremy,Browne,"Liberal Democrat","Taunton Deane",https://www.theyworkforyou.com/mp/11869/jeremy_browne/taunton_deane
24857,Fiona,Bruce,Conservative,Congleton,https://www.theyworkforyou.com/mp/24857/fiona_bruce/congleton
10074,Malcolm,Bruce,"Liberal Democrat",Gordon,https://www.theyworkforyou.com/mp/10074/malcolm_bruce/gordon
10761,Chris,Bryant,Labour,Rhondda,https://www.theyworkforyou.com/mp/10761/chris_bryant/rhondda
10075,Karen,Buck,Labour,"Westminster North",https://www.theyworkforyou.com/mp/10075/karen_buck/westminster_north
24843,Robert,Buckland,Conservative,"South Swindon",https://www.theyworkforyou.com/mp/24843/robert_buckland/south_swindon
10076,Richard,Burden,Labour,"Birmingham, Northfield",https://www.theyworkforyou.com/mp/10076/richard_burden/birmingham%2C_northfield
24844,Aidan,Burley,Conservative,"Cannock Chase",https://www.theyworkforyou.com/mp/24844/aidan_burley/cannock_chase
10766,Andy,Burnham,Labour,Leigh,https://www.theyworkforyou.com/mp/10766/andy_burnham/leigh
24780,Conor,Burns,Conservative,"Bournemouth West",https://www.theyworkforyou.com/mp/24780/conor_burns/bournemouth_west
10079,Simon,Burns,Conservative,Chelmsford,https://www.theyworkforyou.com/mp/10079/simon_burns/chelmsford
11573,David,Burrowes,Conservative,"Enfield, Southgate",https://www.theyworkforyou.com/mp/11573/david_burrowes/enfield%2C_southgate
10080,Paul,Burstow,"Liberal Democrat","Sutton and Cheam",https://www.theyworkforyou.com/mp/10080/paul_burstow/sutton_and_cheam
10770,Alistair,Burt,Conservative,"North East Bedfordshire",https://www.theyworkforyou.com/mp/10770/alistair_burt/north_east_bedfordshire
11823,Lorely,Burt,"Liberal Democrat",Solihull,https://www.theyworkforyou.com/mp/11823/lorely_burt/solihull
24849,Dan,Byles,Conservative,"North Warwickshire",https://www.theyworkforyou.com/mp/24849/dan_byles/north_warwickshire
11360,Liam,Byrne,Labour,"Birmingham, Hodge Hill",https://www.theyworkforyou.com/mp/11360/liam_byrne/birmingham%2C_hodge_hill
10084,Vincent,Cable,"Liberal Democrat",Twickenham,https://www.theyworkforyou.com/mp/10084/vincent_cable/twickenham
24740,Alun,Cairns,Conservative,"Vale of Glamorgan",https://www.theyworkforyou.com/mp/24740/alun_cairns/vale_of_glamorgan
10775,David,Cairns,Labour,Inverclyde,https://www.theyworkforyou.com/mp/10775/david_cairns/inverclyde
10777,David,Cameron,Conservative,Witney,https://www.theyworkforyou.com/mp/10777/david_cameron/witney
10086,Alan,Campbell,Labour,Tynemouth,https://www.theyworkforyou.com/mp/10086/alan_campbell/tynemouth
10780,Gregory,Campbell,DUP,"East Londonderry",https://www.theyworkforyou.com/mp/10780/gregory_campbell/east_londonderry
10088,Menzies,Campbell,"Liberal Democrat","North East Fife",https://www.theyworkforyou.com/mp/10088/menzies_campbell/north_east_fife
10089,Ronnie,Campbell,Labour,"Blyth Valley",https://www.theyworkforyou.com/mp/10089/ronnie_campbell/blyth_valley
10785,Alistair,Carmichael,"Liberal Democrat","Orkney and Shetland",https://www.theyworkforyou.com/mp/10785/alistair_carmichael/orkney_and_shetland
24840,Neil,Carmichael,Conservative,Stroud,https://www.theyworkforyou.com/mp/24840/neil_carmichael/stroud
11621,Douglas,Carswell,Conservative,Clacton,https://www.theyworkforyou.com/mp/11621/douglas_carswell/clacton
10095,Bill,Cash,Conservative,Stone,https://www.theyworkforyou.com/mp/10095/bill_cash/stone
10096,Martin,Caton,Labour,Gower,https://www.theyworkforyou.com/mp/10096/martin_caton/gower
24711,Jenny,Chapman,Labour,Darlington,https://www.theyworkforyou.com/mp/24711/jenny_chapman/darlington
24920,Rehman,Chishti,Conservative,"Gillingham and Rainham",https://www.theyworkforyou.com/mp/24920/rehman_chishti/gillingham_and_rainham
10103,Christopher,Chope,Conservative,Christchurch,https://www.theyworkforyou.com/mp/10103/christopher_chope/christchurch
10106,James,Clappison,Conservative,Hertsmere,https://www.theyworkforyou.com/mp/10106/james_clappison/hertsmere
11884,Greg,Clark,Conservative,"Tunbridge Wells",https://www.theyworkforyou.com/mp/11884/greg_clark/tunbridge_wells
11963,Katy,Clark,Labour,"North Ayrshire and Arran",https://www.theyworkforyou.com/mp/11963/katy_clark/north_ayrshire_and_arran
10115,Kenneth,Clarke,Conservative,Rushcliffe,https://www.theyworkforyou.com/mp/10115/kenneth_clarke/rushcliffe
10116,Tom,Clarke,Labour,"Coatbridge, Chryston and Bellshill",https://www.theyworkforyou.com/mp/10116/tom_clarke/coatbridge%2C_chryston_and_bellshill
11812,Nick,Clegg,"Liberal Democrat","Sheffield, Hallam",https://www.theyworkforyou.com/mp/11812/nick_clegg/sheffield%2C_hallam
10119,Geoffrey,Clifton-Brown,Conservative,"The Cotswolds",https://www.theyworkforyou.com/mp/10119/geoffrey_clifton-brown/the_cotswolds
10120,Ann,Clwyd,Labour,"Cynon Valley",https://www.theyworkforyou.com/mp/10120/ann_clwyd/cynon_valley
10121,Vernon,Coaker,Labour,Gedling,https://www.theyworkforyou.com/mp/10121/vernon_coaker/gedling
10122,Ann,Coffey,Labour,Stockport,https://www.theyworkforyou.com/mp/10122/ann_coffey/stockport
24771,Therese,Coffey,Conservative,"Suffolk Coastal",https://www.theyworkforyou.com/mp/24771/therese_coffey/suffolk_coastal
24744,Damian,Collins,Conservative,"Folkestone and Hythe",https://www.theyworkforyou.com/mp/24744/damian_collins/folkestone_and_hythe
24898,Oliver,Colvile,Conservative,"Plymouth, Sutton and Devonport",https://www.theyworkforyou.com/mp/24898/oliver_colvile/plymouth%2C_sutton_and_devonport
10128,Michael,Connarty,Labour,"Linlithgow and East Falkirk",https://www.theyworkforyou.com/mp/10128/michael_connarty/linlithgow_and_east_falkirk
11667,Rosie,Cooper,Labour,"West Lancashire",https://www.theyworkforyou.com/mp/11667/rosie_cooper/west_lancashire
10131,Yvette,Cooper,Labour,"Normanton, Pontefract and Castleford",https://www.theyworkforyou.com/mp/10131/yvette_cooper/normanton%2C_pontefract_and_castleford
10133,Jeremy,Corbyn,Labour,"Islington North",https://www.theyworkforyou.com/mp/10133/jeremy_corbyn/islington_north
11541,Geoffrey,Cox,Conservative,"Torridge and West Devon",https://www.theyworkforyou.com/mp/11541/geoffrey_cox/torridge_and_west_devon
11768,Stephen,Crabb,Conservative,"Preseli Pembrokeshire",https://www.theyworkforyou.com/mp/11768/stephen_crabb/preseli_pembrokeshire
10141,David,Crausby,Labour,"Bolton North East",https://www.theyworkforyou.com/mp/10141/david_crausby/bolton_north_east
11898,Mary,Creagh,Labour,Wakefield,https://www.theyworkforyou.com/mp/11898/mary_creagh/wakefield
24949,Stella,Creasy,Labour,Walthamstow,https://www.theyworkforyou.com/mp/24949/stella_creasy/walthamstow
24794,Michael,Crockart,"Liberal Democrat","Edinburgh West",https://www.theyworkforyou.com/mp/24794/michael_crockart/edinburgh_west
24871,Tracey,Crouch,Conservative,"Chatham and Aylesford",https://www.theyworkforyou.com/mp/24871/tracey_crouch/chatham_and_aylesford
10828,Jon,Cruddas,Labour,"Dagenham and Rainham",https://www.theyworkforyou.com/mp/10828/jon_cruddas/dagenham_and_rainham
10143,John,Cryer,Labour,"Leyton and Wanstead",https://www.theyworkforyou.com/mp/10143/john_cryer/leyton_and_wanstead
24742,Alex,Cunningham,Labour,"Stockton North",https://www.theyworkforyou.com/mp/24742/alex_cunningham/stockton_north
10147,Jim,Cunningham,Labour,"Coventry South",https://www.theyworkforyou.com/mp/10147/jim_cunningham/coventry_south
10834,Tony,Cunningham,Labour,Workington,https://www.theyworkforyou.com/mp/10834/tony_cunningham/workington
24734,Margaret,Curran,Labour,"Glasgow East",https://www.theyworkforyou.com/mp/24734/margaret_curran/glasgow_east
24798,Nicholas,Dakin,Labour,Scunthorpe,https://www.theyworkforyou.com/mp/24798/nicholas_dakin/scunthorpe
24808,Simon,Danczuk,Labour,Rochdale,https://www.theyworkforyou.com/mp/24808/simon_danczuk/rochdale
10153,Alistair,Darling,Labour,"Edinburgh South West",https://www.theyworkforyou.com/mp/10153/alistair_darling/edinburgh_south_west
10155,Edward,Davey,"Liberal Democrat","Kingston and Surbiton",https://www.theyworkforyou.com/mp/10155/edward_davey/kingston_and_surbiton
10842,Wayne,David,Labour,Caerphilly,https://www.theyworkforyou.com/mp/10842/wayne_david/caerphilly
10157,Ian,Davidson,Labour,"Glasgow South West",https://www.theyworkforyou.com/mp/10157/ian_davidson/glasgow_south_west
11719,David,Davies,Conservative,Monmouth,https://www.theyworkforyou.com/mp/11719/david_davies/monmouth
10159,Geraint,Davies,Labour,"Swansea West",https://www.theyworkforyou.com/mp/10159/geraint_davies/swansea_west
24739,Glyn,Davies,Conservative,Montgomeryshire,https://www.theyworkforyou.com/mp/24739/glyn_davies/montgomeryshire
11816,Philip,Davies,Conservative,Shipley,https://www.theyworkforyou.com/mp/11816/philip_davies/shipley
10162,David,Davis,Conservative,"Haltemprice and Howden",https://www.theyworkforyou.com/mp/10162/david_davis/haltemprice_and_howden
24859,Nick,"de Bois",Conservative,"Enfield North",https://www.theyworkforyou.com/mp/24859/nick_de_bois/enfield_north
24811,Gloria,"De Piero",Labour,Ashfield,https://www.theyworkforyou.com/mp/24811/gloria_de_piero/ashfield
10167,John,Denham,Labour,"Southampton, Itchen",https://www.theyworkforyou.com/mp/10167/john_denham/southampton%2C_itchen
24873,Caroline,Dinenage,Conservative,Gosport,https://www.theyworkforyou.com/mp/24873/caroline_dinenage/gosport
10854,Jonathan,Djanogly,Conservative,Huntingdon,https://www.theyworkforyou.com/mp/10854/jonathan_djanogly/huntingdon
10170,Jim,Dobbin,Labour,"Heywood and Middleton",https://www.theyworkforyou.com/mp/10170/jim_dobbin/heywood_and_middleton
10171,Frank,Dobson,Labour,"Holborn and St Pancras",https://www.theyworkforyou.com/mp/10171/frank_dobson/holborn_and_st_pancras
24730,Thomas,Docherty,Labour,"Dunfermline and West Fife",https://www.theyworkforyou.com/mp/24730/thomas_docherty/dunfermline_and_west_fife
10857,Nigel,Dodds,DUP,"Belfast North",https://www.theyworkforyou.com/mp/10857/nigel_dodds/belfast_north
10858,Pat,Doherty,"Sinn Féin","West Tyrone",https://www.theyworkforyou.com/mp/10858/pat_doherty/west_tyrone
10172,"Jeffrey M.",Donaldson,DUP,"Lagan Valley",https://www.theyworkforyou.com/mp/10172/jeffrey_m._donaldson/lagan_valley
10173,"Brian H",Donohoe,Labour,"Central Ayrshire",https://www.theyworkforyou.com/mp/10173/brian_h_donohoe/central_ayrshire
10174,Frank,Doran,Labour,"Aberdeen North",https://www.theyworkforyou.com/mp/10174/frank_doran/aberdeen_north
10175,Stephen,Dorrell,Conservative,Charnwood,https://www.theyworkforyou.com/mp/10175/stephen_dorrell/charnwood
11397,Nadine,Dorries,Conservative,"Mid Bedfordshire",https://www.theyworkforyou.com/mp/11397/nadine_dorries/mid_bedfordshire
10176,Jim,Dowd,Labour,"Lewisham West and Penge",https://www.theyworkforyou.com/mp/10176/jim_dowd/lewisham_west_and_penge
24918,Gemma,Doyle,Labour,"West Dunbartonshire",https://www.theyworkforyou.com/mp/24918/gemma_doyle/west_dunbartonshire
24957,Jackie,Doyle-Price,Conservative,Thurrock,https://www.theyworkforyou.com/mp/24957/jackie_doyle-price/thurrock
24903,Richard,Drax,Conservative,"South Dorset",https://www.theyworkforyou.com/mp/24903/richard_drax/south_dorset
24825,Jack,Dromey,Labour,"Birmingham, Erdington",https://www.theyworkforyou.com/mp/24825/jack_dromey/birmingham%2C_erdington
11785,James,Duddridge,Conservative,"Rochford and Southend East",https://www.theyworkforyou.com/mp/11785/james_duddridge/rochford_and_southend_east
24762,Michael,Dugher,Labour,"Barnsley East",https://www.theyworkforyou.com/mp/24762/michael_dugher/barnsley_east
10179,Alan,Duncan,Conservative,"Rutland and Melton",https://www.theyworkforyou.com/mp/10179/alan_duncan/rutland_and_melton
10180,Iain,"Duncan Smith",Conservative,"Chingford and Woodford Green",https://www.theyworkforyou.com/mp/10180/iain_duncan_smith/chingford_and_woodford_green
11696,Philip,Dunne,Conservative,Ludlow,https://www.theyworkforyou.com/mp/11696/philip_dunne/ludlow
11589,Mark,Durkan,"Social Democratic and Labour Party",Foyle,https://www.theyworkforyou.com/mp/11589/mark_durkan/foyle
10182,Angela,Eagle,Labour,Wallasey,https://www.theyworkforyou.com/mp/10182/angela_eagle/wallasey
10183,Maria,Eagle,Labour,"Garston and Halewood",https://www.theyworkforyou.com/mp/10183/maria_eagle/garston_and_halewood
24743,Jonathan,Edwards,"Plaid Cymru","Carmarthen East and Dinefwr",https://www.theyworkforyou.com/mp/24743/jonathan_edwards/carmarthen_east_and_dinefwr
10185,Clive,Efford,Labour,Eltham,https://www.theyworkforyou.com/mp/10185/clive_efford/eltham
24710,Julie,Elliott,Labour,"Sunderland Central",https://www.theyworkforyou.com/mp/24710/julie_elliott/sunderland_central
24866,Michael,Ellis,Conservative,"Northampton North",https://www.theyworkforyou.com/mp/24866/michael_ellis/northampton_north
24719,Jane,Ellison,Conservative,Battersea,https://www.theyworkforyou.com/mp/24719/jane_ellison/battersea
10186,Louise,Ellman,Labour,"Liverpool, Riverside",https://www.theyworkforyou.com/mp/10186/louise_ellman/liverpool%2C_riverside
11437,Tobias,Ellwood,Conservative,"Bournemouth East",https://www.theyworkforyou.com/mp/11437/tobias_ellwood/bournemouth_east
24777,Charlie,Elphicke,Conservative,Dover,https://www.theyworkforyou.com/mp/24777/charlie_elphicke/dover
11534,Natascha,Engel,Labour,"North East Derbyshire",https://www.theyworkforyou.com/mp/11534/natascha_engel/north_east_derbyshire
24905,Bill,Esterson,Labour,"Sefton Central",https://www.theyworkforyou.com/mp/24905/bill_esterson/sefton_central
24933,George,Eustice,Conservative,"Camborne and Redruth",https://www.theyworkforyou.com/mp/24933/george_eustice/camborne_and_redruth
24721,Chris,Evans,Labour,Islwyn,https://www.theyworkforyou.com/mp/24721/chris_evans/islwyn
24883,Graham,Evans,Conservative,"Weaver Vale",https://www.theyworkforyou.com/mp/24883/graham_evans/weaver_vale
22650,Jonathan,Evans,Conservative,"Cardiff North",https://www.theyworkforyou.com/mp/22650/jonathan_evans/cardiff_north
10190,Nigel,Evans,Conservative,"Ribble Valley",https://www.theyworkforyou.com/mp/10190/nigel_evans/ribble_valley
11408,David,Evennett,Conservative,"Bexleyheath and Crayford",https://www.theyworkforyou.com/mp/11408/david_evennett/bexleyheath_and_crayford
10193,Michael,Fabricant,Conservative,Lichfield,https://www.theyworkforyou.com/mp/10193/michael_fabricant/lichfield
10194,Michael,Fallon,Conservative,Sevenoaks,https://www.theyworkforyou.com/mp/10194/michael_fallon/sevenoaks
10882,Paul,Farrelly,Labour,Newcastle-under-Lyme,https://www.theyworkforyou.com/mp/10882/paul_farrelly/newcastle-under-lyme
11923,Tim,Farron,"Liberal Democrat","Westmorland and Lonsdale",https://www.theyworkforyou.com/mp/11923/tim_farron/westmorland_and_lonsdale
11641,Lynne,Featherstone,"Liberal Democrat","Hornsey and Wood Green",https://www.theyworkforyou.com/mp/11641/lynne_featherstone/hornsey_and_wood_green
10197,Frank,Field,Labour,Birkenhead,https://www.theyworkforyou.com/mp/10197/frank_field/birkenhead
10884,Mark,Field,Conservative,"Cities of London and Westminster",https://www.theyworkforyou.com/mp/10884/mark_field/cities_of_london_and_westminster
10199,Jim,Fitzpatrick,Labour,"Poplar and Limehouse",https://www.theyworkforyou.com/mp/10199/jim_fitzpatrick/poplar_and_limehouse
11843,Rob,Flello,Labour,"Stoke-on-Trent South",https://www.theyworkforyou.com/mp/11843/rob_flello/stoke-on-trent_south
10202,Caroline,Flint,Labour,"Don Valley",https://www.theyworkforyou.com/mp/10202/caroline_flint/don_valley
10203,Paul,Flynn,Labour,"Newport West",https://www.theyworkforyou.com/mp/10203/paul_flynn/newport_west
10208,Don,Foster,"Liberal Democrat",Bath,https://www.theyworkforyou.com/mp/10208/don_foster/bath
24805,Yvonne,Fovargue,Labour,Makerfield,https://www.theyworkforyou.com/mp/24805/yvonne_fovargue/makerfield
10213,Liam,Fox,Conservative,"North Somerset",https://www.theyworkforyou.com/mp/10213/liam_fox/north_somerset
10900,Hywel,Francis,Labour,Aberavon,https://www.theyworkforyou.com/mp/10900/hywel_francis/aberavon
10901,Mark,Francois,Conservative,"Rayleigh and Wickford",https://www.theyworkforyou.com/mp/10901/mark_francois/rayleigh_and_wickford
24817,George,Freeman,Conservative,"Mid Norfolk",https://www.theyworkforyou.com/mp/24817/george_freeman/mid_norfolk
24934,Mike,Freer,Conservative,"Finchley and Golders Green",https://www.theyworkforyou.com/mp/24934/mike_freer/finchley_and_golders_green
24801,Lorraine,Fullbrook,Conservative,"South Ribble",https://www.theyworkforyou.com/mp/24801/lorraine_fullbrook/south_ribble
24787,Richard,Fuller,Conservative,Bedford,https://www.theyworkforyou.com/mp/24787/richard_fuller/bedford
10217,Roger,Gale,Conservative,"North Thanet",https://www.theyworkforyou.com/mp/10217/roger_gale/north_thanet
10219,Mike,Gapes,Labour,"Ilford South",https://www.theyworkforyou.com/mp/10219/mike_gapes/ilford_south
10220,Barry,Gardiner,Labour,"Brent North",https://www.theyworkforyou.com/mp/10220/barry_gardiner/brent_north
10221,Edward,Garnier,Conservative,Harborough,https://www.theyworkforyou.com/mp/10221/edward_garnier/harborough
24824,Mark,Garnier,Conservative,"Wyre Forest",https://www.theyworkforyou.com/mp/24824/mark_garnier/wyre_forest
11633,David,Gauke,Conservative,"South West Hertfordshire",https://www.theyworkforyou.com/mp/11633/david_gauke/south_west_hertfordshire
10222,Andrew,George,"Liberal Democrat","St Ives",https://www.theyworkforyou.com/mp/10222/andrew_george/st_ives
10225,Nick,Gibb,Conservative,"Bognor Regis and Littlehampton",https://www.theyworkforyou.com/mp/10225/nick_gibb/bognor_regis_and_littlehampton
24928,Stephen,Gilbert,"Liberal Democrat","St Austell and Newquay",https://www.theyworkforyou.com/mp/24928/stephen_gilbert/st_austell_and_newquay
10913,Michelle,Gildernew,"Sinn Féin","Fermanagh and South Tyrone",https://www.theyworkforyou.com/mp/10913/michelle_gildernew/fermanagh_and_south_tyrone
10228,Cheryl,Gillan,Conservative,"Chesham and Amersham",https://www.theyworkforyou.com/mp/10228/dame_cheryl_gillan/chesham_and_amersham
24763,Sheila,Gilmore,Labour,"Edinburgh East",https://www.theyworkforyou.com/mp/24763/sheila_gilmore/edinburgh_east
24917,Pat,Glass,Labour,"North West Durham",https://www.theyworkforyou.com/mp/24917/pat_glass/north_west_durham
